,sdg 1,sdg 2,sdg 3,sdg 4,sdg 5,sdg 6,sdg 7,sdg 8,sdg 9,sdg 10,sdg 11,sdg 12,sdg 13,sdg 14,sdg 15,sdg 16,sdg 17,risk tag,P1,N1,P2,N2,P3,N3,P1_adjusted,N1_adjusted,P2_adjusted,N2_adjusted,P3_adjusted,N3_adjusted
user336,0.0,0.0,0.75,0.75,0.25,0.75,0.25,0.25,0.5,0.25,1.0,0.5,0.25,0.5,0.75,0.25,1.0,2.0,삼성증권,HD현대중공업,대한항공,한화손해보험,SK텔레콤,SK스퀘어,현대모비스,현대오토에버,대한항공,한화손해보험,하나금융지주,엘앤에프
user337,0.5,0.75,1.0,0.5,0.0,0.75,0.0,0.5,1.0,0.5,0.75,0.5,0.25,0.25,0.5,0.0,0.5,2.0,삼성증권,HD현대중공업,SK텔레콤,한화손해보험,우리금융지주,SK스퀘어,롯데웰푸드,한화손해보험,롯데이노베이트,SK스퀘어,한화생명,두산
user338,0.5,1.0,0.0,1.0,0.5,0.75,0.5,0.25,1.0,0.25,0.0,0.75,0.75,1.0,0.5,0.0,0.0,1.0,롯데웰푸드,HL홀딩스,삼양사,한세실업,BGF리테일,카카오페이,롯데이노베이트,카카오페이,삼성화재,현대엘리베이터,동원산업,애경산업
user339,0.5,0.25,1.0,0.0,1.0,0.25,0.0,0.25,0.0,0.5,0.25,0.5,0.5,0.0,0.0,0.0,0.0,1.0,넷마블,HD현대중공업,아시아나항공,한화솔루션,삼성증권,HD현대일렉트릭,세아홀딩스,두산,대웅제약,한화솔루션,넷마블,OCI 홀딩스
user340,0.0,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.0,0.5,1.0,0.25,0.0,0.75,0.0,0.0,SK바이오팜,애경산업,코오롱ENP,현대엘리베이터,한화투자증권,HD현대중공업,한국가스공사,현대엘리베이터,한화투자증권,애경산업,SK스퀘어,하나투어
user341,0.0,0.0,1.0,1.0,0.5,0.75,0.75,0.75,0.5,1.0,0.75,0.0,0.25,1.0,0.5,0.25,1.0,1.0,NH투자증권,미스토홀딩스,삼성생명,엘앤에프,삼성증권,애경산업,KCC,애경산업,삼성화재,현대엘리베이터,현대위아,엘앤에프
user342,0.75,0.5,0.5,0.0,0.25,0.5,1.0,0.25,0.0,0.5,1.0,0.5,0.25,0.75,0.75,0.25,1.0,1.0,우리금융지주,애경산업,삼성생명,현대엘리베이터,SK텔레콤,SK스퀘어,삼성화재,애경산업,동원산업,현대엘리베이터,유한양행,애경케미칼
user343,0.5,0.0,0.5,1.0,0.25,0.5,0.75,0.75,1.0,0.0,0.5,0.5,0.0,0.75,0.0,0.5,0.25,0.0,한미글로벌,애경산업,현대오토에버,현대엘리베이터,KCC,HL홀딩스,한미글로벌,애경산업,다올투자증권,현대엘리베이터,한화시스템,하나투어
user344,0.0,1.0,0.25,0.25,1.0,1.0,0.0,0.25,0.75,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.75,1.0,삼성증권,SK스퀘어,롯데웰푸드,엘앤에프,NH투자증권,한일단조,롯데이노베이트,애경산업,대웅제약,OCI 홀딩스,JB금융지주,현대엘리베이터
user345,0.75,0.0,0.0,0.5,0.25,0.75,0.5,0.5,0.5,0.25,0.25,0.75,0.5,0.5,0.5,0.25,1.0,0.0,현대오토에버,애경산업,KCC,현대엘리베이터,KC그린홀딩스,롯데렌탈,HDC현대산업개발,애경산업,LG이노텍,현대엘리베이터,포스코퓨처엠,롯데렌탈
user346,0.5,0.75,1.0,1.0,0.75,0.75,0.5,0.75,0.25,0.75,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.0,현대오토에버,애경산업,세방전지,현대엘리베이터,대웅제약,SK디앤디,한온시스템,애경산업,LG이노텍,현대엘리베이터,상상인증권,SK디앤디
user347,1.0,0.25,0.0,1.0,1.0,0.0,0.75,0.25,0.75,0.5,0.0,0.25,0.5,0.75,0.0,1.0,0.75,1.0,KB금융,DS단석,교보증권,LG에너지솔루션,삼성증권,현대제철,LX세미콘,OCI 홀딩스,삼성전기,DS단석,KB금융,애경산업
user348,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.5,1.0,0.75,0.5,0.0,0.25,0.75,0.0,0.5,0.0,1.0,삼성증권,애경케미칼,JB금융지주,두산퓨얼셀,NH투자증권,DS단석,삼성화재,애경케미칼,롯데이노베이트,OCI 홀딩스,한전KPS,두산
user349,0.25,0.25,0.75,1.0,0.0,0.75,0.75,1.0,1.0,0.0,0.75,0.5,0.0,0.25,1.0,0.5,0.25,0.0,KCC,애경산업,한미글로벌,현대엘리베이터,미래에셋증권,HD현대중공업,롯데케미칼,애경산업,한화시스템,현대엘리베이터,현대제철,하나투어
user350,0.25,1.0,0.25,0.0,0.5,1.0,0.0,0.25,0.5,0.0,0.75,0.25,0.0,0.25,1.0,1.0,0.5,0.0,카카오,애경산업,지역난방공사,현대엘리베이터,한화시스템,미스토홀딩스,일동제약,애경산업,한화에어로스페이스,현대엘리베이터,카카오,미스토홀딩스
user351,0.5,1.0,0.0,0.75,0.75,0.75,0.25,0.75,0.75,1.0,0.0,0.75,1.0,0.25,0.75,0.0,0.75,0.0,현대오토에버,애경산업,KCC,현대엘리베이터,롯데웰푸드,롯데렌탈,한온시스템,현대엘리베이터,현대오토에버,애경산업,삼성SDI,롯데렌탈
user352,0.75,0.0,0.0,0.75,0.25,0.5,0.0,1.0,0.5,1.0,0.0,0.25,0.75,0.75,0.75,1.0,1.0,1.0,삼성증권,두산퓨얼셀,우리금융지주,미스토홀딩스,JB금융지주,한일단조,현대위아,애경산업,한전KPS,현대엘리베이터,세아베스틸지주,카카오페이
user353,0.0,0.25,1.0,0.5,1.0,0.5,0.0,0.5,1.0,0.75,0.0,0.25,1.0,1.0,0.75,0.0,0.75,1.0,하나금융지주,SK디앤디,아시아나항공,LX세미콘,삼성증권,두산퓨얼셀,S-OIL,SK디앤디,삼성화재,두산퓨얼셀,한화생명,현대엘리베이터
user354,1.0,0.75,0.5,0.5,0.25,0.25,0.75,0.0,0.0,0.25,0.75,0.75,0.5,0.5,0.0,0.25,0.0,0.0,세방전지,애경산업,현대오토에버,현대엘리베이터,유한양행,기업은행,한미약품,애경산업,두산퓨얼셀,현대엘리베이터,한화투자증권,HL홀딩스
user355,0.75,0.75,0.25,0.25,0.25,1.0,0.5,0.75,0.5,0.75,0.5,0.25,1.0,0.75,0.75,1.0,0.25,1.0,우리금융지주,미스토홀딩스,BNK금융,애경산업,하나금융지주,한화손해보험,롯데이노베이트,애경산업,현대위아,현대엘리베이터,한국가스공사,하나투어
user356,0.0,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.0,0.5,0.0,0.25,0.5,0.0,2.0,현대엘리베이터,HD현대중공업,애경산업,DS단석,삼성증권,두산퓨얼셀,삼성증권,OCI 홀딩스,NH투자증권,콜마홀딩스,한국타이어앤테크놀로지,두산
user357,0.25,0.25,1.0,1.0,0.0,0.75,0.75,0.25,0.5,0.75,0.25,0.0,0.25,0.25,0.25,0.25,0.0,1.0,NH투자증권,HD현대중공업,삼성증권,HL홀딩스,세방전지,한화손해보험,OCI,한화손해보험,한화생명,애경산업,삼성화재,현대엘리베이터
user358,1.0,0.0,0.75,0.75,0.75,1.0,0.0,0.25,0.0,0.5,0.75,1.0,0.25,0.25,1.0,0.75,0.75,1.0,우리금융지주,HD현대중공업,유한양행,애경산업,대웅제약,현대엘리베이터,세아베스틸지주,애경산업,고려아연,현대엘리베이터,삼성전자,한일시멘트
user359,0.5,0.5,0.25,0.75,0.25,1.0,0.0,0.5,0.25,0.75,0.75,1.0,0.75,0.25,0.25,1.0,0.5,1.0,삼성증권,HD현대중공업,JB금융지주,한화손해보험,GS리테일,애경산업,세아베스틸지주,애경산업,롯데이노베이트,현대엘리베이터,LG디스플레이,OCI 홀딩스
user360,0.0,1.0,0.75,0.0,0.75,0.75,0.75,1.0,0.5,0.5,0.75,0.0,0.0,1.0,0.25,0.5,0.25,2.0,BNK금융,엘앤에프,하나금융지주,삼성SDI,삼성증권,한온시스템,롯데웰푸드,애경케미칼,롯데이노베이트,엘앤에프,BGF리테일,현대오토에버
user361,0.25,0.5,1.0,0.5,0.0,0.25,0.0,1.0,0.25,0.25,0.0,0.5,1.0,0.5,0.75,0.0,0.0,2.0,애경산업,한화손해보험,현대엘리베이터,카카오페이,우리금융지주,한세실업,SK텔레콤,카카오페이,SGC에너지,두산퓨얼셀,코오롱ENP,HDC현대산업개발
user362,0.75,0.0,0.5,0.25,0.0,0.5,1.0,0.0,1.0,0.5,0.75,0.0,1.0,0.0,1.0,0.75,0.25,0.0,미래에셋증권,애경산업,한화생명,현대엘리베이터,삼성생명,HD현대중공업,한일단조,애경산업,한화시스템,현대엘리베이터,한국가스공사,하나투어
user363,0.0,0.75,0.0,0.75,0.75,0.25,0.25,0.25,0.25,0.0,0.25,0.75,0.25,0.75,1.0,0.75,0.5,0.0,현대오토에버,애경산업,포스코홀딩스,현대엘리베이터,한화시스템,기업은행,SK스퀘어,애경산업,두산,현대엘리베이터,HD현대일렉트릭,하이트진로
user364,0.25,1.0,0.25,0.5,0.5,0.75,0.5,0.75,1.0,0.25,1.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,미래에셋증권,애경산업,삼성생명,현대엘리베이터,KB금융,HD현대중공업,한화,애경산업,한화시스템,현대엘리베이터,두산에너빌리티,미스토홀딩스
user365,0.0,0.5,1.0,0.0,0.25,0.0,0.25,0.25,0.75,0.25,0.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,애경산업,엘앤에프,현대엘리베이터,삼성SDI,아시아나항공,한온시스템,코오롱ENP,현대오토에버,SK텔레콤,삼성SDI,아시아나항공,애경케미칼
user366,1.0,0.75,0.75,0.25,0.75,0.0,0.75,0.5,0.25,0.75,0.75,0.5,0.0,0.0,1.0,0.25,0.25,0.0,미래에셋증권,애경산업,현대오토에버,현대엘리베이터,한화투자증권,HD현대중공업,LS ELCTRIC,애경산업,LG이노텍,현대엘리베이터,포스코퓨처엠,HL홀딩스
user367,0.75,0.25,0.25,0.75,0.5,0.75,0.0,0.5,0.5,0.75,0.0,0.0,0.75,0.75,1.0,0.25,1.0,2.0,삼성증권,두산퓨얼셀,우리금융지주,엘앤에프,대한항공,SK바이오팜,S-OIL,두산퓨얼셀,한섬,카카오페이,KB금융,SK바이오팜
user368,0.25,0.75,0.0,1.0,0.25,1.0,0.25,0.75,0.5,0.0,0.0,0.75,0.0,0.25,0.5,0.25,0.0,0.0,애경케미칼,애경산업,현대오토에버,현대엘리베이터,KCC,롯데렌탈,애경케미칼,애경산업,SKC,현대엘리베이터,HD현대일렉트릭,제주항공
user369,0.75,0.75,0.75,1.0,0.0,0.5,0.25,1.0,0.5,0.0,0.75,0.0,0.25,0.75,0.5,0.75,0.5,1.0,우리금융지주,미스토홀딩스,삼성증권,한화손해보험,하나금융지주,엘앤에프,KCC,애경산업,롯데이노베이트,현대엘리베이터,삼성화재,OCI 홀딩스
user370,1.0,0.5,0.0,0.0,0.75,0.0,0.25,0.0,0.25,0.5,0.0,0.5,1.0,0.0,0.0,0.25,1.0,0.0,KB금융,애경산업,현대오토에버,현대엘리베이터,한화투자증권,HD현대중공업,지역난방공사,현대엘리베이터,한화손해보험,애경산업,한국가스공사,롯데렌탈
user371,0.5,0.75,0.0,0.75,0.0,0.75,0.0,1.0,0.25,0.0,0.25,0.0,0.0,0.5,0.25,0.25,1.0,1.0,기업은행,두산퓨얼셀,대한항공,한화손해보험,삼성증권,엘앤에프,롯데이노베이트,두산퓨얼셀,KCC,OCI 홀딩스,현대위아,한화손해보험
user372,0.0,0.25,0.0,0.5,0.25,0.0,0.0,1.0,0.0,0.75,1.0,0.5,0.25,0.75,1.0,0.0,1.0,1.0,우리금융지주,엘앤에프,하나금융지주,한일단조,삼성증권,두산퓨얼셀,KCC,SK바이오팜,세아베스틸지주,엘앤에프,포스코홀딩스,콜마홀딩스
user373,1.0,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.25,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.25,2.0,현대엘리베이터,HD현대중공업,애경산업,두산퓨얼셀,우리금융지주,한화손해보험,롯데하이마트,카카오페이,기업은행,두산퓨얼셀,한섬,SK바이오팜
user374,1.0,0.75,0.75,0.0,0.75,0.5,1.0,0.5,0.75,0.25,0.0,0.0,1.0,0.75,0.25,0.75,0.0,1.0,아시아나항공,미스토홀딩스,BNK금융,HL홀딩스,메리츠금융지주,LG에너지솔루션,삼성화재,애경케미칼,한화생명,애경산업,롯데이노베이트,현대엘리베이터
user375,0.0,0.5,0.75,1.0,0.75,0.25,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.0,1.0,한화생명,HD현대중공업,아시아나항공,미스토홀딩스,삼성생명,HL홀딩스,한화생명,현대엘리베이터,현대모비스,애경산업,동원시스템즈,카카오페이
user376,1.0,0.0,0.0,0.5,0.25,0.25,0.0,0.75,0.0,0.25,0.5,0.5,0.75,0.25,0.75,0.75,0.25,2.0,현대엘리베이터,HD현대중공업,우리금융지주,한화손해보험,삼성증권,두산퓨얼셀,우리금융지주,OCI 홀딩스,KB금융,DS단석,삼성바이오로직스,두산퓨얼셀
user377,0.25,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.75,0.25,1.0,1.0,1.0,0.75,0.75,0.5,2.0,우리금융지주,한화손해보험,SK텔레콤,카카오페이,하나금융지주,HD현대중공업,SK텔레콤,애경케미칼,한국금융지주,한미글로벌,현대위아,카카오페이
user378,1.0,1.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,1.0,0.0,0.75,0.25,0.0,0.75,1.0,0.75,2.0,우리금융지주,HD현대중공업,현대엘리베이터,한화손해보험,삼성증권,한일단조,오뚜기,한일단조,LG디스플레이,신세계 I&C,롯데이노베이트,카카오페이
user379,1.0,0.5,0.75,0.0,1.0,0.75,0.25,0.25,0.75,0.0,1.0,0.25,0.0,0.25,1.0,0.25,0.5,2.0,삼성증권,HD현대중공업,우리금융지주,엘앤에프,아시아나항공,두산퓨얼셀,한국금융지주,애경케미칼,KB금융,한온시스템,BGF리테일,현대오토에버
user380,1.0,0.0,0.75,0.25,0.75,0.0,0.0,0.75,1.0,1.0,0.75,0.5,0.0,0.25,0.75,0.25,0.5,1.0,삼성증권,HD현대중공업,우리금융지주,한일단조,SK텔레콤,애경산업,한전KPS,애경산업,한화생명,현대엘리베이터,KCC,애경케미칼
user381,0.0,0.5,0.25,0.0,0.0,0.5,0.25,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.25,0.25,0.25,2.0,애경산업,한화손해보험,현대엘리베이터,한온시스템,BNK금융,카카오페이,하이트진로,현대오토에버,현대엘리베이터,카카오페이,롯데웰푸드,한온시스템
user382,0.25,0.75,0.25,0.75,1.0,1.0,0.5,0.75,1.0,0.75,0.25,0.0,0.0,1.0,0.5,0.25,0.25,1.0,NH투자증권,미스토홀딩스,삼성증권,HL홀딩스,아시아나항공,엘앤에프,롯데이노베이트,애경산업,영원무역,SK디앤디,KCC,현대엘리베이터
user383,0.25,1.0,0.75,1.0,0.25,0.5,0.0,1.0,0.5,0.5,0.5,0.25,1.0,0.5,0.75,0.0,0.25,2.0,삼성증권,두산퓨얼셀,NH투자증권,엘앤에프,우리금융지주,한세실업,롯데웰푸드,두산퓨얼셀,롯데이노베이트,OCI 홀딩스,BGF리테일,두산
user384,1.0,0.0,0.0,1.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.5,2.0,애경산업,SK스퀘어,현대엘리베이터,HD현대건설기계,삼성증권,신세계 I&C,하이트진로,신세계 I&C,코오롱ENP,DS단석,롯데하이마트,OCI 홀딩스
user385,1.0,0.25,0.0,0.25,0.5,0.0,1.0,0.75,0.25,1.0,0.25,0.0,1.0,1.0,0.25,0.5,0.0,0.0,삼성화재,애경산업,한전KPS,현대엘리베이터,미래에셋증권,미스토홀딩스,한국가스공사,현대엘리베이터,HD현대중공업,애경산업,한일단조,HL홀딩스
user386,0.75,0.75,0.75,0.5,0.75,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.25,1.0,0.0,0.75,0.75,0.0,삼성화재,애경산업,한화투자증권,현대엘리베이터,한화생명,미스토홀딩스,한미글로벌,애경산업,LG이노텍,현대엘리베이터,한일단조,미스토홀딩스
user387,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.75,0.0,0.5,0.0,0.0,0.0,2.0,애경산업,한화손해보험,현대엘리베이터,지역난방공사,삼성증권,카카오페이,현대홈쇼핑,SKC,삼성증권,카카오,한섬,지역난방공사
user388,0.5,0.5,0.25,0.75,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.0,1.0,0.25,0.75,1.0,0.5,2.0,삼성증권,HD현대중공업,메리츠금융지주,두산퓨얼셀,BNK금융,미스토홀딩스,KB금융,OCI 홀딩스,롯데이노베이트,한진칼,교보증권,두산퓨얼셀
user389,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.25,0.5,0.25,1.0,1.0,0.0,0.75,0.25,0.0,1.0,1.0,GS리테일,한화손해보험,하이트진로,SK스퀘어,SK텔레콤,상상인증권,동원산업,애경산업,세아베스틸지주,현대엘리베이터,LG디스플레이,애경케미칼
user390,0.0,0.25,0.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.5,0.25,2.0,삼성증권,두산퓨얼셀,우리금융지주,한일단조,SK텔레콤,엘앤에프,포스코홀딩스,OCI 홀딩스,JB금융지주,SK바이오팜,삼성증권,콜마홀딩스
user391,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.75,0.25,0.25,0.0,1.0,0.5,0.75,0.75,0.0,1.0,삼성증권,미스토홀딩스,교보증권,두산퓨얼셀,KB금융,DS단석,교보증권,OCI 홀딩스,삼성전기,DS단석,KB금융,SK바이오팜
user392,1.0,0.5,0.75,0.25,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.25,0.0,1.0,0.5,0.25,1.0,세방전지,HD현대중공업,삼성증권,애경산업,한화생명,현대엘리베이터,한화생명,애경산업,영원무역,현대엘리베이터,삼성전자,SK디앤디
user393,0.75,0.0,0.0,0.25,0.5,0.25,0.0,0.25,0.25,0.5,0.5,1.0,1.0,0.25,1.0,0.5,0.0,1.0,우리금융지주,HD현대중공업,삼성바이오로직스,상상인증권,SK텔레콤,한세실업,이마트,현대엘리베이터,세아베스틸지주,애경산업,코오롱인더,OCI 홀딩스
user394,0.25,0.75,1.0,0.25,0.0,0.0,0.0,0.75,0.5,0.5,0.75,1.0,0.75,0.0,0.5,1.0,0.75,0.0,상상인증권,애경산업,다올투자증권,현대엘리베이터,신세계 I&C,HD현대중공업,HD현대건설기계,애경산업,상상인증권,현대엘리베이터,한화에어로스페이스,하이트진로
user395,0.25,0.25,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.25,0.25,0.5,0.25,0.25,0.5,0.5,1.0,1.0,대한항공,HD현대중공업,넷마블,애경산업,제주항공,애경케미칼,한세실업,애경산업,현대글로비스,현대오토에버,삼성에스디에스,현대엘리베이터
user396,0.5,0.5,0.75,0.0,0.75,1.0,0.25,0.0,0.25,0.25,0.5,1.0,0.5,0.0,0.25,0.75,0.25,2.0,GS리테일,HD현대중공업,하이트진로,미래에셋증권,메리츠금융지주,삼성중공업,오뚜기,현대오토에버,동아쏘시오그룹,HD현대중공업,한국금융지주,한온시스템
user397,0.5,0.75,0.25,0.75,0.25,0.0,0.25,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.25,0.0,삼성화재,현대엘리베이터,NH투자증권,애경산업,현대오토에버,미스토홀딩스,HD현대중공업,현대엘리베이터,한온시스템,HL홀딩스,현대오토에버,미스토홀딩스
user398,0.5,0.75,0.5,0.75,0.0,0.75,1.0,0.5,0.5,0.25,1.0,0.0,0.25,0.0,1.0,0.5,1.0,2.0,NH투자증권,HD현대중공업,삼성증권,한화손해보험,우리금융지주,SK스퀘어,롯데이노베이트,SK바이오팜,현대위아,HD현대중공업,BGF리테일,한화손해보험
user399,0.75,0.5,0.5,0.25,0.5,0.75,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.25,1.0,0.0,0.25,2.0,NH투자증권,HD현대중공업,아시아나항공,SK스퀘어,삼성증권,HL홀딩스,롯데웰푸드,애경케미칼,KT&G,상상인증권,OCI,신세계 I&C
user400,0.75,0.25,1.0,0.75,0.0,0.25,0.75,1.0,1.0,1.0,0.0,0.75,0.0,0.0,0.75,0.5,0.75,0.0,현대오토에버,애경산업,미래에셋증권,현대엘리베이터,세방전지,HD현대중공업,LG이노텍,애경산업,에코프로머티,현대엘리베이터,포스코퓨처엠,SK디앤디
user401,1.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.25,0.25,1.0,2.0,삼성증권,HD현대중공업,NH투자증권,SK스퀘어,우리금융지주,한화손해보험,세아베스틸지주,OCI 홀딩스,KB금융,두산,JB금융지주,DS단석
user402,0.5,0.75,0.0,0.75,0.75,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.25,0.75,0.25,0.5,0.75,2.0,삼성증권,한일단조,현대엘리베이터,두산퓨얼셀,NH투자증권,엘앤에프,롯데이노베이트,카카오페이,S-OIL,한일단조,롯데웰푸드,OCI 홀딩스
user403,0.0,0.75,0.75,0.0,0.0,1.0,0.25,1.0,0.5,0.25,0.25,0.75,0.0,0.5,0.25,0.0,0.25,1.0,롯데웰푸드,한화손해보험,하이트진로,LX세미콘,한독,SK스퀘어,롯데웰푸드,한화손해보험,롯데이노베이트,현대오토에버,SGC에너지,한미글로벌
user404,0.5,0.75,0.0,1.0,1.0,0.75,1.0,0.5,1.0,0.75,0.5,0.0,0.5,1.0,1.0,0.5,0.25,0.0,미래에셋증권,애경산업,한미글로벌,현대엘리베이터,현대오토에버,미스토홀딩스,한화시스템,애경산업,한미글로벌,현대엘리베이터,미래에셋증권,하나투어
user405,0.75,0.0,0.0,0.5,1.0,0.25,0.5,0.25,0.5,0.0,0.5,0.5,0.25,0.25,0.75,0.0,0.0,0.0,현대오토에버,애경산업,한화손해보험,현대엘리베이터,한미글로벌,HL홀딩스,한화손해보험,애경산업,LS ELCTRIC,현대엘리베이터,한미글로벌,HL홀딩스
user406,0.0,1.0,0.25,0.0,1.0,0.0,0.25,0.0,0.75,0.75,0.75,0.25,0.25,1.0,1.0,0.0,0.75,1.0,하나금융지주,엘앤에프,우리금융지주,미스토홀딩스,아시아나항공,LX세미콘,NEVER,애경케미칼,포스코홀딩스,SK바이오팜,삼성화재,SKC
user407,1.0,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.75,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,세방전지,애경산업,KCC,현대엘리베이터,한미약품,LX세미콘,HD현대중공업,애경산업,HD현대건설기계,현대엘리베이터,삼성중공업,하나투어
user408,0.75,0.25,0.5,0.5,0.75,0.25,0.0,0.25,0.25,0.75,0.75,0.0,0.75,0.0,0.75,0.25,0.25,0.0,카카오페이,애경산업,카카오,현대엘리베이터,KB금융,미스토홀딩스,한국가스공사,애경산업,LS ELCTRIC,현대엘리베이터,카카오,미스토홀딩스
user409,0.5,0.25,0.75,1.0,1.0,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.75,0.5,1.0,2.0,삼성증권,HD현대중공업,대한항공,엘앤에프,아시아나항공,두산퓨얼셀,KB금융,OCI 홀딩스,삼성전기,SK바이오팜,HL만도,DS단석
user410,1.0,0.5,1.0,0.0,1.0,0.25,0.5,0.25,0.5,0.25,0.75,0.0,1.0,1.0,0.5,0.5,0.75,2.0,하나금융지주,엘앤에프,삼성증권,미스토홀딩스,아시아나항공,두산퓨얼셀,삼성화재,애경케미칼,KB금융,두산,한국금융지주,OCI 홀딩스
user411,0.0,0.75,0.25,0.75,0.25,0.75,0.75,0.25,0.75,0.5,0.25,0.5,1.0,0.0,1.0,1.0,0.5,2.0,NH투자증권,HD현대중공업,SK텔레콤,한화손해보험,삼성증권,삼성중공업,롯데이노베이트,카카오페이,교보증권,현대오토에버,코오롱ENP,HD현대중공업
user412,0.75,0.25,0.0,0.5,1.0,0.25,0.75,0.75,0.75,0.25,0.25,0.5,1.0,1.0,0.5,1.0,0.5,2.0,BNK금융,애경케미칼,삼성증권,DS단석,우리금융지주,HD현대중공업,KB금융,OCI 홀딩스,교보증권,애경케미칼,이마트,카카오페이
user413,0.25,0.0,0.75,0.75,1.0,0.75,0.0,0.5,0.75,0.5,0.5,1.0,0.75,0.75,0.5,0.25,0.5,0.0,대웅제약,애경산업,현대오토에버,현대엘리베이터,KCC,롯데렌탈,상상인증권,애경산업,LG에너지솔루션,현대엘리베이터,일동제약,하이트진로
